Alert_ID,Investigator_ID,Investigation_Start,Investigation_End,Resolution_Time_Minutes,Outcome
4271,INV_9,2020-01-13 19:32:00,2020-01-13 20:53:00,81,False Positive
4272,INV_8,2020-01-13 18:46:00,2020-01-13 19:29:00,43,False Positive
4273,INV_22,2020-01-13 18:22:00,2020-01-13 20:48:00,146,Fraud
4274,INV_22,2020-01-13 18:39:00,2020-01-13 19:32:00,53,Fraud
4275,INV_9,2020-01-13 18:40:00,2020-01-13 19:25:00,45,Fraud
4276,INV_4,2020-01-13 18:50:00,2020-01-13 19:55:00,65,False Positive
4277,INV_20,2020-01-13 18:50:00,2020-01-13 19:48:00,58,False Positive
4278,INV_2,2020-01-13 18:40:00,2020-01-13 19:59:00,79,Fraud
4279,INV_6,2020-01-13 18:26:00,2020-01-13 20:11:00,105,Fraud
4280,INV_23,2020-01-13 19:52:00,2020-01-13 22:00:00,128,Fraud
4281,INV_13,2020-01-13 20:35:00,2020-01-13 20:49:00,14,Fraud
4282,INV_22,2020-01-13 20:21:00,2020-01-13 23:09:00,168,Fraud
4283,INV_4,2020-01-13 20:16:00,2020-01-13 21:36:00,80,Fraud
4284,INV_22,2020-01-13 20:12:00,2020-01-13 22:54:00,162,False Positive
4285,INV_9,2020-01-13 19:52:00,2020-01-13 22:11:00,139,Fraud
4286,INV_4,2020-01-13 20:14:00,2020-01-13 22:54:00,160,Fraud
4287,INV_2,2020-01-13 20:02:00,2020-01-13 22:31:00,149,Fraud
4288,INV_7,2020-01-13 19:18:00,2020-01-13 21:09:00,111,Fraud
4289,INV_17,2020-01-13 20:35:00,2020-01-13 22:14:00,99,False Positive
4290,INV_13,2020-01-13 19:16:00,2020-01-13 20:39:00,83,False Positive
4291,INV_5,2020-01-13 20:54:00,2020-01-13 22:56:00,122,Fraud
4292,INV_10,2020-01-13 19:15:00,2020-01-13 19:46:00,31,Fraud
4293,INV_2,2020-01-13 19:53:00,2020-01-13 22:10:00,137,False Positive
4294,INV_15,2020-01-13 20:10:00,2020-01-13 22:50:00,160,False Positive
4295,INV_21,2020-01-13 19:40:00,2020-01-13 20:25:00,45,False Positive
4296,INV_18,2020-01-13 20:18:00,2020-01-13 21:35:00,77,Fraud
4297,INV_2,2020-01-13 20:58:00,2020-01-13 21:49:00,51,Fraud
4298,INV_11,2020-01-13 19:49:00,2020-01-13 20:07:00,18,Fraud
4299,INV_15,2020-01-13 20:43:00,2020-01-13 21:59:00,76,False Positive
4300,INV_23,2020-01-13 19:20:00,2020-01-13 20:20:00,60,Fraud
4301,INV_24,2020-01-13 19:30:00,2020-01-13 22:24:00,174,Fraud
4302,INV_5,2020-01-13 20:32:00,2020-01-13 21:24:00,52,Fraud
4303,INV_11,2020-01-13 19:14:00,2020-01-13 20:20:00,66,False Positive
4304,INV_14,2020-01-13 20:34:00,2020-01-13 21:58:00,84,False Positive
4305,INV_18,2020-01-13 19:10:00,2020-01-13 21:59:00,169,Fraud
4306,INV_11,2020-01-13 21:53:00,2020-01-13 22:13:00,20,False Positive
4307,INV_22,2020-01-13 21:44:00,2020-01-13 22:52:00,68,Fraud
4308,INV_2,2020-01-13 21:59:00,2020-01-14 00:10:00,131,Fraud
4309,INV_7,2020-01-13 20:52:00,2020-01-13 21:49:00,57,Fraud
4310,INV_9,2020-01-13 21:33:00,2020-01-13 21:44:00,11,Fraud
4311,INV_5,2020-01-13 20:45:00,2020-01-13 21:14:00,29,Fraud
4312,INV_1,2020-01-13 21:25:00,2020-01-13 23:33:00,128,False Positive
4313,INV_25,2020-01-13 20:08:00,2020-01-13 22:00:00,112,False Positive
4314,INV_3,2020-01-13 21:03:00,2020-01-13 22:33:00,90,Fraud
4315,INV_21,2020-01-13 20:14:00,2020-01-13 20:44:00,30,Fraud
4316,INV_24,2020-01-13 21:27:00,2020-01-13 22:51:00,84,False Positive
4317,INV_19,2020-01-13 20:36:00,2020-01-13 23:13:00,157,False Positive
4318,INV_1,2020-01-13 21:56:00,2020-01-13 23:50:00,114,Fraud
4319,INV_21,2020-01-13 22:33:00,2020-01-14 00:30:00,117,Fraud
4320,INV_16,2020-01-13 22:40:00,2020-01-13 23:02:00,22,Fraud
4321,INV_9,2020-01-13 22:45:00,2020-01-14 00:11:00,86,Fraud
4322,INV_6,2020-01-13 22:54:00,2020-01-14 01:14:00,140,False Positive
4323,INV_16,2020-01-13 22:33:00,2020-01-13 23:30:00,57,Fraud
4324,INV_21,2020-01-13 22:21:00,2020-01-13 23:29:00,68,Fraud
4325,INV_1,2020-01-13 21:58:00,2020-01-13 22:32:00,34,False Positive
4326,INV_11,2020-01-13 21:15:00,2020-01-13 23:06:00,111,False Positive
4327,INV_22,2020-01-13 21:31:00,2020-01-13 23:05:00,94,Fraud
4328,INV_8,2020-01-13 21:35:00,2020-01-13 23:57:00,142,Fraud
4329,INV_18,2020-01-13 23:39:00,2020-01-14 01:25:00,106,False Positive
4330,INV_17,2020-01-13 23:39:00,2020-01-14 01:11:00,92,Fraud
4331,INV_8,2020-01-13 23:21:00,2020-01-14 00:48:00,87,Fraud
4332,INV_18,2020-01-13 23:33:00,2020-01-14 00:48:00,75,Fraud
4333,INV_9,2020-01-13 23:15:00,2020-01-14 00:40:00,85,Fraud
4334,INV_12,2020-01-13 22:34:00,2020-01-14 00:16:00,102,False Positive
4335,INV_9,2020-01-13 22:14:00,2020-01-13 22:47:00,33,False Positive
4336,INV_7,2020-01-13 22:40:00,2020-01-13 23:21:00,41,Fraud
4337,INV_22,2020-01-13 23:36:00,2020-01-14 01:19:00,103,False Positive
4338,INV_21,2020-01-13 23:13:00,2020-01-14 00:50:00,97,False Positive
4339,INV_22,2020-01-13 22:10:00,2020-01-13 23:39:00,89,Fraud
4340,INV_11,2020-01-13 23:11:00,2020-01-14 02:05:00,174,Fraud
4341,INV_15,2020-01-13 22:48:00,2020-01-13 23:45:00,57,Fraud
4342,INV_1,2020-01-13 23:40:00,2020-01-14 00:48:00,68,Fraud
4343,INV_17,2020-01-14 00:39:00,2020-01-14 02:52:00,133,Fraud
4344,INV_20,2020-01-14 00:49:00,2020-01-14 02:41:00,112,False Positive
4345,INV_25,2020-01-13 23:10:00,2020-01-14 00:18:00,68,False Positive
4346,INV_12,2020-01-13 23:36:00,2020-01-14 00:43:00,67,False Positive
4347,INV_9,2020-01-13 23:40:00,2020-01-14 01:19:00,99,Fraud
4348,INV_1,2020-01-14 00:43:00,2020-01-14 01:03:00,20,Fraud
4349,INV_6,2020-01-14 00:19:00,2020-01-14 02:10:00,111,Fraud
4350,INV_18,2020-01-14 00:17:00,2020-01-14 00:51:00,34,Fraud
4351,INV_14,2020-01-13 23:05:00,2020-01-13 23:50:00,45,Fraud
4352,INV_25,2020-01-13 23:11:00,2020-01-14 00:59:00,108,False Positive
4353,INV_5,2020-01-14 00:03:00,2020-01-14 01:27:00,84,False Positive
4354,INV_17,2020-01-13 23:12:00,2020-01-14 02:09:00,177,Fraud
4355,INV_21,2020-01-14 00:07:00,2020-01-14 02:22:00,135,Fraud
4356,INV_16,2020-01-13 23:47:00,2020-01-14 00:50:00,63,Fraud
4357,INV_18,2020-01-14 00:13:00,2020-01-14 02:44:00,151,False Positive
4358,INV_1,2020-01-13 23:44:00,2020-01-14 01:07:00,83,False Positive
4359,INV_10,2020-01-14 00:50:00,2020-01-14 02:26:00,96,False Positive
4360,INV_19,2020-01-13 23:08:00,2020-01-14 00:14:00,66,False Positive
4361,INV_20,2020-01-13 23:54:00,2020-01-14 01:20:00,86,Fraud
4362,INV_6,2020-01-14 00:47:00,2020-01-14 03:07:00,140,Fraud
4363,INV_21,2020-01-14 00:30:00,2020-01-14 01:52:00,82,False Positive
4364,INV_4,2020-01-14 01:50:00,2020-01-14 03:56:00,126,False Positive
4365,INV_24,2020-01-14 01:43:00,2020-01-14 02:18:00,35,False Positive
4366,INV_20,2020-01-14 00:13:00,2020-01-14 01:55:00,102,Fraud
4367,INV_6,2020-01-14 00:08:00,2020-01-14 02:58:00,170,Fraud
4368,INV_2,2020-01-14 00:30:00,2020-01-14 00:53:00,23,Fraud
4369,INV_22,2020-01-14 00:11:00,2020-01-14 01:23:00,72,False Positive
4370,INV_19,2020-01-14 01:02:00,2020-01-14 02:34:00,92,Fraud
4371,INV_9,2020-01-14 00:46:00,2020-01-14 03:31:00,165,False Positive
4372,INV_20,2020-01-14 01:15:00,2020-01-14 02:50:00,95,False Positive
4373,INV_11,2020-01-14 01:50:00,2020-01-14 04:20:00,150,Fraud
4374,INV_8,2020-01-14 01:27:00,2020-01-14 03:28:00,121,Fraud
4375,INV_9,2020-01-14 01:33:00,2020-01-14 02:08:00,35,Fraud
4376,INV_16,2020-01-14 02:35:00,2020-01-14 04:32:00,117,Fraud
4377,INV_3,2020-01-14 02:48:00,2020-01-14 03:41:00,53,False Positive
4378,INV_13,2020-01-14 01:42:00,2020-01-14 04:27:00,165,False Positive
4379,INV_7,2020-01-14 02:34:00,2020-01-14 02:57:00,23,False Positive
4380,INV_5,2020-01-14 01:59:00,2020-01-14 04:01:00,122,Fraud
4381,INV_12,2020-01-14 01:48:00,2020-01-14 03:05:00,77,False Positive
4382,INV_9,2020-01-14 02:55:00,2020-01-14 05:48:00,173,False Positive
4383,INV_11,2020-01-14 03:59:00,2020-01-14 06:50:00,171,Fraud
4384,INV_21,2020-01-14 02:14:00,2020-01-14 04:03:00,109,Fraud
4385,INV_24,2020-01-14 02:43:00,2020-01-14 03:49:00,66,Fraud
4386,INV_21,2020-01-14 03:37:00,2020-01-14 04:36:00,59,Fraud
4387,INV_1,2020-01-14 03:05:00,2020-01-14 04:14:00,69,Fraud
4388,INV_18,2020-01-14 03:09:00,2020-01-14 04:01:00,52,Fraud
4389,INV_3,2020-01-14 04:50:00,2020-01-14 05:52:00,62,False Positive
4390,INV_7,2020-01-14 04:52:00,2020-01-14 06:13:00,81,Fraud
4391,INV_6,2020-01-14 03:06:00,2020-01-14 03:30:00,24,Fraud
4392,INV_5,2020-01-14 03:35:00,2020-01-14 04:56:00,81,False Positive
4393,INV_25,2020-01-14 04:06:00,2020-01-14 05:13:00,67,Fraud
4394,INV_8,2020-01-14 04:45:00,2020-01-14 05:09:00,24,Fraud
4395,INV_22,2020-01-14 04:38:00,2020-01-14 07:09:00,151,False Positive
4396,INV_2,2020-01-14 04:27:00,2020-01-14 06:11:00,104,False Positive
4397,INV_14,2020-01-14 04:05:00,2020-01-14 04:55:00,50,False Positive
4398,INV_2,2020-01-14 03:14:00,2020-01-14 04:50:00,96,False Positive
4399,INV_5,2020-01-14 04:35:00,2020-01-14 05:50:00,75,Fraud
4400,INV_17,2020-01-14 03:43:00,2020-01-14 06:00:00,137,False Positive
4401,INV_6,2020-01-14 04:24:00,2020-01-14 07:16:00,172,Fraud
4402,INV_24,2020-01-14 05:30:00,2020-01-14 07:40:00,130,Fraud
4403,INV_13,2020-01-14 05:32:00,2020-01-14 06:24:00,52,Fraud
4404,INV_5,2020-01-14 05:38:00,2020-01-14 06:38:00,60,Fraud
4405,INV_12,2020-01-14 04:15:00,2020-01-14 05:49:00,94,Fraud
4406,INV_23,2020-01-14 05:33:00,2020-01-14 06:59:00,86,False Positive
4407,INV_7,2020-01-14 05:31:00,2020-01-14 06:51:00,80,False Positive
4408,INV_6,2020-01-14 04:53:00,2020-01-14 05:10:00,17,False Positive
4409,INV_13,2020-01-14 05:54:00,2020-01-14 06:24:00,30,Fraud
4410,INV_1,2020-01-14 04:54:00,2020-01-14 05:11:00,17,Fraud
4411,INV_2,2020-01-14 05:20:00,2020-01-14 07:08:00,108,False Positive
4412,INV_1,2020-01-14 05:04:00,2020-01-14 06:29:00,85,Fraud
4413,INV_20,2020-01-14 05:57:00,2020-01-14 06:33:00,36,False Positive
4414,INV_3,2020-01-14 05:30:00,2020-01-14 08:01:00,151,Fraud
4415,INV_23,2020-01-14 05:25:00,2020-01-14 07:26:00,121,Fraud
4416,INV_2,2020-01-14 06:20:00,2020-01-14 08:57:00,157,False Positive
4417,INV_17,2020-01-14 05:59:00,2020-01-14 07:08:00,69,Fraud
4418,INV_10,2020-01-14 05:41:00,2020-01-14 06:42:00,61,Fraud
4419,INV_18,2020-01-14 05:57:00,2020-01-14 07:02:00,65,False Positive
4420,INV_10,2020-01-14 05:44:00,2020-01-14 07:55:00,131,False Positive
4421,INV_23,2020-01-14 05:35:00,2020-01-14 07:32:00,117,Fraud
4422,INV_25,2020-01-14 06:07:00,2020-01-14 08:39:00,152,Fraud
4423,INV_1,2020-01-14 06:57:00,2020-01-14 08:08:00,71,Fraud
4424,INV_8,2020-01-14 05:20:00,2020-01-14 06:57:00,97,False Positive
4425,INV_8,2020-01-14 06:54:00,2020-01-14 09:02:00,128,Fraud
4426,INV_23,2020-01-14 05:51:00,2020-01-14 06:56:00,65,Fraud
4427,INV_7,2020-01-14 06:08:00,2020-01-14 08:47:00,159,False Positive
4428,INV_20,2020-01-14 06:06:00,2020-01-14 07:59:00,113,False Positive
4429,INV_20,2020-01-14 06:57:00,2020-01-14 08:07:00,70,False Positive
4430,INV_13,2020-01-14 05:45:00,2020-01-14 08:14:00,149,False Positive
4431,INV_21,2020-01-14 05:36:00,2020-01-14 07:28:00,112,Fraud
4432,INV_8,2020-01-14 06:20:00,2020-01-14 06:40:00,20,Fraud
4433,INV_4,2020-01-14 07:35:00,2020-01-14 08:55:00,80,Fraud
4434,INV_22,2020-01-14 07:38:00,2020-01-14 08:27:00,49,False Positive
4435,INV_23,2020-01-14 06:55:00,2020-01-14 07:26:00,31,Fraud
4436,INV_14,2020-01-14 07:31:00,2020-01-14 10:28:00,177,False Positive
4437,INV_19,2020-01-14 07:00:00,2020-01-14 08:26:00,86,False Positive
4438,INV_13,2020-01-14 07:38:00,2020-01-14 09:06:00,88,False Positive
4439,INV_1,2020-01-14 07:57:00,2020-01-14 08:25:00,28,False Positive
4440,INV_5,2020-01-14 08:34:00,2020-01-14 09:51:00,77,Fraud
4441,INV_8,2020-01-14 07:41:00,2020-01-14 09:06:00,85,False Positive
4442,INV_8,2020-01-14 08:22:00,2020-01-14 10:29:00,127,Fraud
4443,INV_3,2020-01-14 08:35:00,2020-01-14 10:33:00,118,False Positive
4444,INV_22,2020-01-14 08:02:00,2020-01-14 10:22:00,140,Fraud
4445,INV_17,2020-01-14 08:00:00,2020-01-14 10:51:00,171,Fraud
4446,INV_19,2020-01-14 08:46:00,2020-01-14 10:36:00,110,False Positive
4447,INV_20,2020-01-14 09:11:00,2020-01-14 09:33:00,22,Fraud
4448,INV_3,2020-01-14 08:55:00,2020-01-14 11:33:00,158,Fraud
4449,INV_13,2020-01-14 09:01:00,2020-01-14 11:33:00,152,Fraud
4450,INV_5,2020-01-14 09:01:00,2020-01-14 10:43:00,102,False Positive
4451,INV_21,2020-01-14 09:39:00,2020-01-14 11:23:00,104,Fraud
4452,INV_10,2020-01-14 09:32:00,2020-01-14 11:54:00,142,Fraud
4453,INV_7,2020-01-14 09:20:00,2020-01-14 10:45:00,85,False Positive
4454,INV_7,2020-01-14 09:59:00,2020-01-14 11:00:00,61,Fraud
4455,INV_21,2020-01-14 08:16:00,2020-01-14 08:42:00,26,Fraud
4456,INV_22,2020-01-14 09:12:00,2020-01-14 10:59:00,107,Fraud
4457,INV_22,2020-01-14 08:59:00,2020-01-14 11:14:00,135,Fraud
4458,INV_11,2020-01-14 08:56:00,2020-01-14 11:26:00,150,False Positive
4459,INV_21,2020-01-14 08:34:00,2020-01-14 11:19:00,165,False Positive
4460,INV_20,2020-01-14 08:12:00,2020-01-14 09:21:00,69,False Positive
4461,INV_15,2020-01-14 10:59:00,2020-01-14 12:16:00,77,Fraud
4462,INV_9,2020-01-14 09:41:00,2020-01-14 11:09:00,88,Fraud
4463,INV_24,2020-01-14 10:44:00,2020-01-14 13:36:00,172,False Positive
4464,INV_6,2020-01-14 10:40:00,2020-01-14 12:33:00,113,False Positive
4465,INV_11,2020-01-14 10:08:00,2020-01-14 11:51:00,103,False Positive
4466,INV_10,2020-01-14 09:16:00,2020-01-14 10:49:00,93,Fraud
4467,INV_21,2020-01-14 10:19:00,2020-01-14 13:09:00,170,Fraud
4468,INV_19,2020-01-14 09:05:00,2020-01-14 09:55:00,50,False Positive
4469,INV_25,2020-01-14 10:32:00,2020-01-14 12:21:00,109,Fraud
4470,INV_15,2020-01-14 09:11:00,2020-01-14 10:24:00,73,False Positive
4471,INV_9,2020-01-14 09:33:00,2020-01-14 12:00:00,147,Fraud
4472,INV_17,2020-01-14 10:48:00,2020-01-14 11:06:00,18,Fraud
4473,INV_12,2020-01-14 10:44:00,2020-01-14 13:36:00,172,Fraud
4474,INV_12,2020-01-14 09:17:00,2020-01-14 09:58:00,41,Fraud
4475,INV_14,2020-01-14 10:50:00,2020-01-14 12:35:00,105,False Positive
4476,INV_14,2020-01-14 11:27:00,2020-01-14 12:39:00,72,False Positive
4477,INV_13,2020-01-14 10:32:00,2020-01-14 12:22:00,110,False Positive
4478,INV_8,2020-01-14 11:31:00,2020-01-14 13:20:00,109,False Positive
4479,INV_9,2020-01-14 11:35:00,2020-01-14 11:59:00,24,False Positive
4480,INV_5,2020-01-14 11:38:00,2020-01-14 12:47:00,69,Fraud
4481,INV_5,2020-01-14 10:35:00,2020-01-14 11:46:00,71,Fraud
4482,INV_23,2020-01-14 10:54:00,2020-01-14 12:02:00,68,Fraud
4483,INV_5,2020-01-14 11:51:00,2020-01-14 12:19:00,28,Fraud
4484,INV_11,2020-01-14 11:31:00,2020-01-14 13:24:00,113,Fraud
4485,INV_13,2020-01-14 11:30:00,2020-01-14 13:03:00,93,False Positive
4486,INV_24,2020-01-14 11:21:00,2020-01-14 12:30:00,69,Fraud
4487,INV_14,2020-01-14 11:47:00,2020-01-14 12:07:00,20,Fraud
4488,INV_8,2020-01-14 11:34:00,2020-01-14 12:19:00,45,Fraud
4489,INV_19,2020-01-14 11:55:00,2020-01-14 13:26:00,91,Fraud
4490,INV_22,2020-01-14 11:52:00,2020-01-14 13:22:00,90,Fraud
4491,INV_15,2020-01-14 10:14:00,2020-01-14 11:28:00,74,False Positive
4492,INV_19,2020-01-14 11:06:00,2020-01-14 11:24:00,18,False Positive
4493,INV_20,2020-01-14 11:15:00,2020-01-14 13:53:00,158,Fraud
4494,INV_17,2020-01-14 11:08:00,2020-01-14 13:52:00,164,Fraud
4495,INV_18,2020-01-14 11:14:00,2020-01-14 12:49:00,95,False Positive
4496,INV_24,2020-01-14 11:00:00,2020-01-14 12:49:00,109,Fraud
4497,INV_15,2020-01-14 11:30:00,2020-01-14 12:20:00,50,False Positive
4498,INV_10,2020-01-14 10:23:00,2020-01-14 10:35:00,12,False Positive
4499,INV_21,2020-01-14 10:52:00,2020-01-14 11:32:00,40,Fraud
4500,INV_22,2020-01-14 10:09:00,2020-01-14 11:14:00,65,Fraud
4501,INV_23,2020-01-14 11:11:00,2020-01-14 12:32:00,81,Fraud
4502,INV_16,2020-01-14 12:10:00,2020-01-14 13:14:00,64,Fraud
4503,INV_6,2020-01-14 11:31:00,2020-01-14 12:35:00,64,False Positive
4504,INV_16,2020-01-14 12:03:00,2020-01-14 12:54:00,51,False Positive
4505,INV_22,2020-01-14 11:35:00,2020-01-14 12:44:00,69,Fraud
4506,INV_16,2020-01-14 12:03:00,2020-01-14 13:03:00,60,False Positive
4507,INV_11,2020-01-14 12:08:00,2020-01-14 13:07:00,59,Fraud
4508,INV_16,2020-01-14 12:27:00,2020-01-14 14:57:00,150,Fraud
4509,INV_25,2020-01-14 11:12:00,2020-01-14 12:32:00,80,Fraud
4510,INV_3,2020-01-14 12:18:00,2020-01-14 12:59:00,41,Fraud
4511,INV_4,2020-01-14 12:36:00,2020-01-14 15:30:00,174,Fraud
4512,INV_6,2020-01-14 12:46:00,2020-01-14 14:00:00,74,False Positive
4513,INV_7,2020-01-14 12:44:00,2020-01-14 15:29:00,165,False Positive
4514,INV_24,2020-01-14 11:59:00,2020-01-14 14:13:00,134,False Positive
4515,INV_10,2020-01-14 12:31:00,2020-01-14 15:15:00,164,False Positive
4516,INV_6,2020-01-14 11:34:00,2020-01-14 12:27:00,53,Fraud
4517,INV_15,2020-01-14 12:39:00,2020-01-14 15:20:00,161,False Positive
4518,INV_2,2020-01-14 12:30:00,2020-01-14 14:06:00,96,Fraud
4519,INV_18,2020-01-14 12:54:00,2020-01-14 13:25:00,31,False Positive
4520,INV_4,2020-01-14 11:58:00,2020-01-14 14:19:00,141,False Positive
4521,INV_2,2020-01-14 13:41:00,2020-01-14 14:44:00,63,Fraud
4522,INV_7,2020-01-14 12:11:00,2020-01-14 12:33:00,22,False Positive
4523,INV_25,2020-01-14 13:03:00,2020-01-14 13:52:00,49,Fraud
4524,INV_21,2020-01-14 12:57:00,2020-01-14 14:12:00,75,False Positive
4525,INV_24,2020-01-14 12:58:00,2020-01-14 14:57:00,119,False Positive
4526,INV_11,2020-01-14 13:18:00,2020-01-14 15:39:00,141,Fraud
4527,INV_9,2020-01-14 12:24:00,2020-01-14 14:25:00,121,False Positive
4528,INV_25,2020-01-14 12:30:00,2020-01-14 14:01:00,91,False Positive
4529,INV_21,2020-01-14 13:39:00,2020-01-14 15:51:00,132,Fraud
4530,INV_2,2020-01-14 13:29:00,2020-01-14 15:03:00,94,Fraud
4531,INV_1,2020-01-14 13:20:00,2020-01-14 15:43:00,143,Fraud
4532,INV_9,2020-01-14 13:20:00,2020-01-14 13:44:00,24,False Positive
4533,INV_17,2020-01-14 12:51:00,2020-01-14 13:28:00,37,False Positive
4534,INV_15,2020-01-14 13:18:00,2020-01-14 14:33:00,75,False Positive
4535,INV_22,2020-01-14 13:32:00,2020-01-14 14:04:00,32,Fraud
4536,INV_4,2020-01-14 12:45:00,2020-01-14 14:25:00,100,False Positive
4537,INV_4,2020-01-14 12:38:00,2020-01-14 12:59:00,21,Fraud
4538,INV_19,2020-01-14 13:58:00,2020-01-14 14:25:00,27,False Positive
4539,INV_4,2020-01-14 14:32:00,2020-01-14 17:16:00,164,Fraud
4540,INV_5,2020-01-14 13:19:00,2020-01-14 16:05:00,166,Fraud
4541,INV_9,2020-01-14 14:11:00,2020-01-14 16:05:00,114,Fraud
4542,INV_22,2020-01-14 13:20:00,2020-01-14 14:38:00,78,False Positive
4543,INV_10,2020-01-14 14:14:00,2020-01-14 16:12:00,118,Fraud
4544,INV_13,2020-01-14 13:38:00,2020-01-14 13:52:00,14,False Positive
4545,INV_6,2020-01-14 13:57:00,2020-01-14 14:18:00,21,False Positive
4546,INV_6,2020-01-14 13:06:00,2020-01-14 13:31:00,25,False Positive
4547,INV_2,2020-01-14 14:18:00,2020-01-14 16:07:00,109,False Positive
4548,INV_6,2020-01-14 13:50:00,2020-01-14 14:38:00,48,Fraud
4549,INV_1,2020-01-14 13:18:00,2020-01-14 15:29:00,131,False Positive
4550,INV_4,2020-01-14 13:23:00,2020-01-14 14:47:00,84,Fraud
4551,INV_9,2020-01-14 14:16:00,2020-01-14 16:02:00,106,Fraud
4552,INV_25,2020-01-14 14:44:00,2020-01-14 15:47:00,63,Fraud
4553,INV_15,2020-01-14 14:14:00,2020-01-14 15:01:00,47,Fraud
4554,INV_22,2020-01-14 13:59:00,2020-01-14 14:28:00,29,Fraud
4555,INV_6,2020-01-14 13:08:00,2020-01-14 15:59:00,171,False Positive
4556,INV_10,2020-01-14 14:07:00,2020-01-14 16:00:00,113,Fraud
4557,INV_24,2020-01-14 14:32:00,2020-01-14 15:34:00,62,Fraud
4558,INV_5,2020-01-14 14:19:00,2020-01-14 15:04:00,45,Fraud
4559,INV_24,2020-01-14 13:30:00,2020-01-14 15:43:00,133,Fraud
4560,INV_5,2020-01-14 14:33:00,2020-01-14 15:07:00,34,False Positive
4561,INV_21,2020-01-14 13:24:00,2020-01-14 15:20:00,116,False Positive
4562,INV_7,2020-01-14 15:03:00,2020-01-14 17:15:00,132,False Positive
4563,INV_4,2020-01-14 14:43:00,2020-01-14 17:22:00,159,False Positive
4564,INV_4,2020-01-14 15:47:00,2020-01-14 17:43:00,116,Fraud
4565,INV_4,2020-01-14 14:31:00,2020-01-14 14:55:00,24,Fraud
4566,INV_24,2020-01-14 15:04:00,2020-01-14 16:11:00,67,False Positive
4567,INV_8,2020-01-14 15:36:00,2020-01-14 18:25:00,169,False Positive
4568,INV_11,2020-01-14 15:04:00,2020-01-14 17:52:00,168,False Positive
4569,INV_22,2020-01-14 14:40:00,2020-01-14 15:42:00,62,False Positive
4570,INV_23,2020-01-14 15:42:00,2020-01-14 16:57:00,75,Fraud
4571,INV_5,2020-01-14 15:17:00,2020-01-14 17:34:00,137,False Positive
4572,INV_13,2020-01-14 15:10:00,2020-01-14 17:29:00,139,Fraud
4573,INV_21,2020-01-14 14:08:00,2020-01-14 15:33:00,85,False Positive
4574,INV_5,2020-01-14 15:34:00,2020-01-14 18:23:00,169,Fraud
4575,INV_2,2020-01-14 15:39:00,2020-01-14 17:06:00,87,Fraud
4576,INV_11,2020-01-14 14:32:00,2020-01-14 14:43:00,11,Fraud
4577,INV_15,2020-01-14 15:10:00,2020-01-14 17:12:00,122,False Positive
4578,INV_17,2020-01-14 15:05:00,2020-01-14 17:59:00,174,False Positive
4579,INV_22,2020-01-14 15:20:00,2020-01-14 16:12:00,52,Fraud
4580,INV_9,2020-01-14 15:10:00,2020-01-14 16:18:00,68,Fraud
4581,INV_25,2020-01-14 14:17:00,2020-01-14 14:39:00,22,Fraud
4582,INV_24,2020-01-14 15:52:00,2020-01-14 17:38:00,106,False Positive
4583,INV_13,2020-01-14 14:54:00,2020-01-14 15:44:00,50,Fraud
4584,INV_8,2020-01-14 15:47:00,2020-01-14 16:57:00,70,False Positive
4585,INV_21,2020-01-14 15:20:00,2020-01-14 15:34:00,14,False Positive
4586,INV_19,2020-01-14 15:25:00,2020-01-14 17:59:00,154,False Positive
4587,INV_9,2020-01-14 15:43:00,2020-01-14 16:32:00,49,False Positive
4588,INV_15,2020-01-14 14:50:00,2020-01-14 16:38:00,108,False Positive
4589,INV_21,2020-01-14 14:53:00,2020-01-14 15:21:00,28,False Positive
4590,INV_24,2020-01-14 14:24:00,2020-01-14 16:24:00,120,False Positive
4591,INV_12,2020-01-14 14:11:00,2020-01-14 15:43:00,92,Fraud
4592,INV_16,2020-01-14 15:23:00,2020-01-14 16:36:00,73,Fraud
4593,INV_7,2020-01-14 15:19:00,2020-01-14 15:55:00,36,Fraud
4594,INV_23,2020-01-14 15:18:00,2020-01-14 17:08:00,110,Fraud
4595,INV_14,2020-01-14 15:12:00,2020-01-14 16:52:00,100,Fraud
4596,INV_11,2020-01-14 15:11:00,2020-01-14 15:54:00,43,False Positive
4597,INV_17,2020-01-14 14:51:00,2020-01-14 16:39:00,108,Fraud
4598,INV_10,2020-01-14 14:19:00,2020-01-14 14:41:00,22,Fraud
4599,INV_11,2020-01-14 14:17:00,2020-01-14 14:48:00,31,False Positive
4600,INV_18,2020-01-14 14:15:00,2020-01-14 16:20:00,125,False Positive
4601,INV_15,2020-01-14 15:03:00,2020-01-14 16:58:00,115,Fraud
4602,INV_17,2020-01-14 15:50:00,2020-01-14 16:48:00,58,Fraud
4603,INV_23,2020-01-14 14:33:00,2020-01-14 14:56:00,23,Fraud
4604,INV_10,2020-01-14 14:14:00,2020-01-14 14:51:00,37,False Positive
4605,INV_1,2020-01-14 14:53:00,2020-01-14 16:15:00,82,Fraud
4606,INV_21,2020-01-14 15:57:00,2020-01-14 17:21:00,84,False Positive
4607,INV_12,2020-01-14 16:56:00,2020-01-14 18:50:00,114,False Positive
4608,INV_12,2020-01-14 16:31:00,2020-01-14 18:00:00,89,False Positive
4609,INV_13,2020-01-14 15:23:00,2020-01-14 16:20:00,57,False Positive
4610,INV_20,2020-01-14 16:10:00,2020-01-14 18:29:00,139,Fraud
